transport_type,daily_distance_km,travel_days_per_week,electricity_kwh_month,diet_type,food_waste_frequency,waste_kg_week,recycling_frequency,flights_per_year,total_carbon_tonnes
Electric Vehicle,51.1,3,152.0,Non-Vegetarian,Often,2.3,Often,0,3.1967
Car,61.9,6,243.0,Mixed,Sometimes,11.6,Sometimes,6+,8.4725
Electric Vehicle,11.1,7,381.0,Non-Vegetarian,Sometimes,15.9,Never,0,4.5575
Car,74.8,3,84.0,Non-Vegetarian,Often,8.6,Sometimes,3-5,5.3854
Train,22.2,5,330.0,Non-Vegetarian,Sometimes,18.1,Sometimes,3-5,5.1259
Car,9.0,6,489.0,Vegan,Rarely,10.2,Often,3-5,4.6321
Electric Vehicle,49.7,4,499.0,Mixed,Sometimes,3.0,Often,0,4.5624
Car,57.8,6,508.0,Mixed,Sometimes,1.4,Often,0,7.4257
Electric Vehicle,30.1,7,283.0,Non-Vegetarian,Sometimes,13.6,Sometimes,1-2,4.9197
Bicycle,7.9,4,256.0,Vegetarian,Sometimes,3.1,Often,0,2.4207
Car,5.1,3,221.0,Non-Vegetarian,Sometimes,4.4,Often,6+,5.3529
Car,33.9,3,576.0,Non-Vegetarian,Sometimes,9.7,Never,1-2,7.1372
Walking,5.7,3,200.0,Non-Vegetarian,Sometimes,18.7,Never,3-5,3.9778
Bus,15.9,7,257.0,Non-Vegetarian,Sometimes,16.9,Never,1-2,4.5223
Train,12.6,3,595.0,Mixed,Sometimes,4.8,Never,3-5,5.3042
Electric Vehicle,34.3,3,287.0,Non-Vegetarian,Sometimes,2.9,Often,3-5,4.2963
Electric Vehicle,14.1,4,236.0,Non-Vegetarian,Often,11.6,Never,3-5,4.6199
Bicycle,3.4,5,165.0,Non-Vegetarian,Sometimes,9.5,Never,0,3.0934
Motorcycle,5.4,4,380.0,Non-Vegetarian,Sometimes,10.0,Often,0,4.0805
Bus,17.6,7,581.0,Non-Vegetarian,Rarely,16.8,Often,0,5.5545
Electric Vehicle,5.5,3,481.0,Mixed,Rarely,15.6,Never,3-5,5.0039
Motorcycle,36.1,7,303.0,Non-Vegetarian,Often,19.4,Often,1-2,6.3623
Electric Vehicle,5.1,7,332.0,Non-Vegetarian,Rarely,17.2,Often,0,3.9682
Bus,4.9,7,519.0,Non-Vegetarian,Rarely,18.7,Never,0,5.1372
Train,37.9,6,572.0,Non-Vegetarian,Often,17.3,Often,6+,8.1436
Bicycle,1.0,3,120.0,Vegetarian,Often,11.4,Often,0,1.9212
Bicycle,3.5,4,117.0,Non-Vegetarian,Sometimes,12.9,Often,3-5,3.3506
Car,36.0,3,430.0,Non-Vegetarian,Sometimes,10.6,Sometimes,1-2,5.4389
Bus,13.1,4,131.0,Mixed,Sometimes,14.5,Often,1-2,2.6726
Electric Vehicle,15.5,7,132.0,Mixed,Often,16.3,Often,0,2.9031
Train,25.4,7,362.0,Mixed,Rarely,4.5,Never,1-2,3.8299
Walking,2.4,7,336.0,Mixed,Sometimes,18.5,Often,3-5,4.177
Car,77.9,3,91.0,Mixed,Sometimes,1.9,Sometimes,1-2,4.2038
Bus,14.9,6,313.0,Mixed,Sometimes,7.6,Often,3-5,4.6782
Motorcycle,71.7,6,342.0,Mixed,Rarely,18.5,Sometimes,1-2,6.4116
Car,59.7,6,575.0,Non-Vegetarian,Rarely,4.4,Often,0,8.3946
Car,43.2,3,344.0,Vegan,Sometimes,7.5,Often,1-2,4.0573
Bus,31.5,6,584.0,Mixed,Rarely,16.8,Often,3-5,6.3015
Bus,26.8,4,190.0,Non-Vegetarian,Sometimes,2.4,Sometimes,0,3.5128
Motorcycle,74.2,3,170.0,Non-Vegetarian,Rarely,7.7,Often,1-2,4.0689
Motorcycle,46.7,4,163.0,Vegan,Rarely,1.8,Sometimes,0,2.6273
Bicycle,4.3,3,368.0,Vegetarian,Sometimes,13.1,Never,1-2,3.9209
Car,13.3,6,426.0,Non-Vegetarian,Sometimes,4.3,Sometimes,3-5,5.6272
Electric Vehicle,62.2,5,350.0,Vegetarian,Rarely,3.5,Never,1-2,4.1688
Bus,12.4,3,290.0,Mixed,Sometimes,14.3,Often,0,3.3461
Motorcycle,10.0,7,452.0,Non-Vegetarian,Sometimes,14.0,Never,6+,7.1195
Car,27.8,7,473.0,Mixed,Rarely,17.7,Sometimes,0,6.1019
Car,5.8,6,124.0,Non-Vegetarian,Rarely,15.2,Sometimes,0,3.0575
Bicycle,7.1,7,201.0,Mixed,Sometimes,4.9,Never,1-2,2.7044
Bus,34.4,7,67.0,Non-Vegetarian,Often,14.5,Sometimes,1-2,4.3469
Motorcycle,46.9,5,55.0,Non-Vegetarian,Rarely,8.1,Often,0,3.2235
Car,12.5,6,195.0,Non-Vegetarian,Rarely,11.4,Sometimes,3-5,4.2679
Bicycle,1.2,5,215.0,Non-Vegetarian,Sometimes,14.2,Sometimes,1-2,3.4268
Car,13.9,3,225.0,Vegan,Sometimes,16.3,Often,6+,4.1954
Walking,1.4,3,440.0,Non-Vegetarian,Sometimes,14.2,Never,3-5,5.5452
Bus,4.8,7,511.0,Vegetarian,Sometimes,9.5,Sometimes,0,4.158
Bicycle,5.8,5,597.0,Vegetarian,Sometimes,17.5,Never,0,4.8389
Walking,1.2,4,477.0,Mixed,Sometimes,14.0,Often,1-2,4.3707
Car,8.0,3,591.0,Non-Vegetarian,Sometimes,19.4,Never,6+,7.338
Motorcycle,72.7,7,54.0,Mixed,Sometimes,16.9,Sometimes,3-5,5.8206
Electric Vehicle,18.4,4,252.0,Mixed,Often,15.6,Often,0,3.2833
Electric Vehicle,8.4,5,360.0,Non-Vegetarian,Sometimes,12.4,Often,0,3.8798
Electric Vehicle,64.8,4,60.0,Non-Vegetarian,Sometimes,8.8,Never,3-5,3.4383
Car,70.1,3,98.0,Non-Vegetarian,Sometimes,19.6,Often,6+,5.9549
Car,61.7,5,413.0,Mixed,Rarely,15.8,Sometimes,3-5,7.3009
Train,16.9,3,553.0,Vegetarian,Sometimes,13.9,Never,1-2,4.4281
Train,29.7,3,428.0,Mixed,Sometimes,18.1,Often,3-5,4.5022
Bicycle,4.8,7,314.0,Mixed,Often,3.4,Never,6+,5.3096
Car,63.7,4,166.0,Non-Vegetarian,Sometimes,17.8,Often,3-5,6.4436
Car,32.4,7,523.0,Non-Vegetarian,Sometimes,3.0,Often,0,7.0279
Motorcycle,23.2,7,55.0,Vegan,Sometimes,12.2,Often,6+,4.2887
Electric Vehicle,75.7,5,480.0,Non-Vegetarian,Sometimes,13.2,Sometimes,3-5,6.3794
Car,35.2,4,459.0,Vegetarian,Sometimes,18.6,Sometimes,0,5.792
Walking,6.7,6,110.0,Non-Vegetarian,Often,14.9,Sometimes,1-2,3.3037
Train,15.2,7,457.0,Non-Vegetarian,Sometimes,15.9,Often,0,4.6272
Electric Vehicle,38.8,4,557.0,Non-Vegetarian,Sometimes,19.7,Sometimes,0,4.7548
Car,28.0,3,319.0,Mixed,Sometimes,19.9,Often,0,4.1007
Bicycle,4.0,5,102.0,Mixed,Sometimes,4.7,Often,1-2,2.323
Car,48.8,4,155.0,Mixed,Sometimes,6.4,Sometimes,0,4.2614
Train,25.3,4,575.0,Non-Vegetarian,Often,14.8,Sometimes,3-5,7.2725
Bicycle,3.4,3,137.0,Non-Vegetarian,Sometimes,14.5,Often,0,2.5967
Bus,12.7,3,154.0,Mixed,Sometimes,10.2,Never,1-2,2.6563
Train,29.3,5,252.0,Non-Vegetarian,Often,1.8,Often,0,3.5116
Motorcycle,40.3,3,157.0,Mixed,Sometimes,18.7,Sometimes,0,3.1099
Walking,1.3,6,187.0,Non-Vegetarian,Rarely,13.1,Sometimes,3-5,3.6349
Walking,6.8,4,66.0,Mixed,Rarely,3.9,Often,6+,3.469
Bicycle,0.7,5,213.0,Non-Vegetarian,Sometimes,5.7,Never,0,3.0336
Motorcycle,65.8,5,369.0,Vegetarian,Often,5.0,Sometimes,0,4.7683
Train,27.9,4,178.0,Vegetarian,Sometimes,19.7,Sometimes,1-2,2.7542
Car,66.8,3,66.0,Vegetarian,Sometimes,5.6,Sometimes,3-5,4.5267
Electric Vehicle,36.8,7,60.0,Mixed,Rarely,2.2,Sometimes,6+,4.2218
Train,17.8,6,475.0,Vegan,Sometimes,18.4,Never,3-5,5.0731
Car,9.2,7,517.0,Non-Vegetarian,Sometimes,9.7,Sometimes,3-5,6.1015
Electric Vehicle,33.7,3,353.0,Vegetarian,Sometimes,14.0,Sometimes,3-5,4.2639
Train,24.4,6,481.0,Non-Vegetarian,Rarely,17.2,Sometimes,1-2,5.045
Car,74.0,3,526.0,Mixed,Rarely,3.8,Sometimes,1-2,6.7068
Walking,2.9,6,358.0,Non-Vegetarian,Sometimes,17.9,Often,3-5,4.5737
Electric Vehicle,9.7,4,133.0,Non-Vegetarian,Sometimes,14.2,Often,6+,4.8923
Electric Vehicle,46.5,5,192.0,Mixed,Sometimes,12.0,Never,3-5,4.0823
Bus,3.5,7,279.0,Non-Vegetarian,Rarely,9.1,Often,0,3.4942
Electric Vehicle,79.9,4,249.0,Non-Vegetarian,Sometimes,14.2,Sometimes,1-2,4.7908
Bus,3.5,3,496.0,Non-Vegetarian,Sometimes,7.0,Sometimes,3-5,5.7424
Car,51.1,7,384.0,Mixed,Rarely,6.8,Sometimes,0,7.1855
Train,22.0,4,541.0,Non-Vegetarian,Rarely,13.2,Sometimes,0,5.258
Electric Vehicle,10.6,7,568.0,Vegan,Sometimes,14.6,Sometimes,0,4.36
Car,56.7,6,258.0,Mixed,Often,12.0,Sometimes,0,6.2647
Electric Vehicle,71.0,5,123.0,Non-Vegetarian,Sometimes,8.1,Often,0,3.5295
Motorcycle,6.4,7,382.0,Mixed,Sometimes,6.0,Never,1-2,4.2411
Car,43.6,6,317.0,Mixed,Sometimes,1.7,Sometimes,0,5.6912
Electric Vehicle,40.3,5,82.0,Non-Vegetarian,Sometimes,11.4,Sometimes,1-2,3.0152
Train,13.9,3,418.0,Non-Vegetarian,Rarely,1.7,Often,6+,6.331
Car,40.2,3,323.0,Mixed,Rarely,4.4,Sometimes,0,4.1599
Car,62.2,4,437.0,Non-Vegetarian,Rarely,1.2,Often,1-2,6.3942
Electric Vehicle,32.3,7,485.0,Non-Vegetarian,Sometimes,13.8,Often,3-5,5.9077
Train,14.9,6,461.0,Non-Vegetarian,Often,7.6,Sometimes,1-2,5.3921
Train,30.5,4,81.0,Vegetarian,Sometimes,7.6,Often,1-2,2.0989
Train,16.6,4,181.0,Mixed,Often,15.6,Often,3-5,3.7449
Walking,3.5,6,474.0,Non-Vegetarian,Sometimes,11.1,Often,6+,6.5495
Bus,15.7,3,495.0,Non-Vegetarian,Sometimes,1.9,Sometimes,0,4.7727
Bicycle,4.4,2,201.0,Non-Vegetarian,Rarely,2.1,Often,3-5,3.3473
Bicycle,5.6,5,191.0,Non-Vegetarian,Sometimes,12.0,Sometimes,0,3.0208
Motorcycle,23.3,4,586.0,Mixed,Rarely,18.1,Never,6+,7.914
Walking,7.0,6,188.0,Non-Vegetarian,Often,12.6,Often,3-5,3.8964
Train,33.3,3,184.0,Mixed,Sometimes,10.5,Sometimes,3-5,3.2282
Train,28.6,7,55.0,Mixed,Often,3.8,Often,0,2.3375
Car,77.6,6,414.0,Vegetarian,Sometimes,7.3,Sometimes,0,7.3253
Electric Vehicle,74.1,7,525.0,Mixed,Rarely,2.2,Often,0,5.3648
Electric Vehicle,24.2,7,204.0,Non-Vegetarian,Rarely,4.3,Sometimes,1-2,3.7154
Electric Vehicle,56.2,4,94.0,Non-Vegetarian,Sometimes,10.5,Sometimes,3-5,3.9947
Car,15.8,4,283.0,Mixed,Often,12.8,Sometimes,1-2,3.6513
Bus,37.8,5,211.0,Non-Vegetarian,Sometimes,9.6,Sometimes,0,4.2213
Car,13.7,7,559.0,Vegetarian,Often,19.8,Often,1-2,5.7491
Car,50.2,4,432.0,Non-Vegetarian,Often,19.8,Sometimes,0,6.8756
Electric Vehicle,43.7,3,111.0,Mixed,Often,11.0,Often,1-2,2.9582
Train,18.1,3,590.0,Non-Vegetarian,Often,3.6,Never,6+,8.1996
Electric Vehicle,9.7,6,66.0,Non-Vegetarian,Sometimes,10.9,Often,6+,4.4252
Bicycle,3.9,4,183.0,Vegetarian,Often,19.2,Never,3-5,3.3993
Train,30.8,6,87.0,Non-Vegetarian,Sometimes,6.4,Sometimes,3-5,3.1118
Walking,1.3,7,92.0,Non-Vegetarian,Rarely,11.3,Never,6+,4.5604
Bus,32.5,6,279.0,Non-Vegetarian,Often,7.6,Often,0,4.5735
Bus,29.2,5,94.0,Mixed,Rarely,17.2,Often,0,2.722
Car,75.4,7,438.0,Non-Vegetarian,Sometimes,18.3,Sometimes,6+,11.7118
Bicycle,4.4,4,147.0,Non-Vegetarian,Rarely,14.2,Sometimes,0,2.8195
Electric Vehicle,29.6,3,183.0,Non-Vegetarian,Often,4.2,Often,1-2,3.698
Bicycle,7.0,3,460.0,Mixed,Sometimes,9.2,Sometimes,1-2,4.2977
Car,64.1,6,350.0,Vegetarian,Often,14.3,Often,0,7.3452
Motorcycle,7.2,4,132.0,Non-Vegetarian,Often,9.5,Sometimes,0,3.2848
Electric Vehicle,76.7,3,274.0,Non-Vegetarian,Sometimes,5.2,Often,0,4.1918
Electric Vehicle,57.8,6,183.0,Mixed,Rarely,19.1,Never,3-5,4.145
Electric Vehicle,42.5,3,81.0,Non-Vegetarian,Sometimes,7.8,Sometimes,0,2.8803
Car,52.7,4,144.0,Non-Vegetarian,Often,9.5,Often,0,4.9308
Car,24.1,4,232.0,Non-Vegetarian,Often,10.9,Often,3-5,5.2747
Bus,36.9,6,407.0,Non-Vegetarian,Rarely,10.1,Sometimes,3-5,6.2968
Car,64.2,6,401.0,Mixed,Sometimes,13.3,Sometimes,0,7.87
Motorcycle,5.8,5,333.0,Mixed,Sometimes,13.8,Sometimes,0,3.2774
Car,18.4,3,581.0,Vegetarian,Sometimes,7.3,Sometimes,6+,6.8587
Electric Vehicle,71.8,4,423.0,Non-Vegetarian,Sometimes,17.0,Often,0,5.1378
Car,25.6,6,277.0,Non-Vegetarian,Sometimes,4.9,Never,6+,7.5972
Car,43.4,3,183.0,Mixed,Sometimes,17.5,Sometimes,1-2,4.3569
Car,36.8,7,79.0,Mixed,Sometimes,20.0,Never,1-2,5.3217
Car,39.3,4,229.0,Non-Vegetarian,Rarely,13.5,Sometimes,1-2,4.8408
Bus,39.9,6,251.0,Non-Vegetarian,Sometimes,9.8,Often,1-2,4.5453
Car,30.7,7,254.0,Non-Vegetarian,Often,7.2,Often,1-2,6.7061
Motorcycle,47.2,3,294.0,Non-Vegetarian,Sometimes,17.9,Often,3-5,4.8522
Electric Vehicle,56.7,4,456.0,Non-Vegetarian,Sometimes,16.4,Never,1-2,5.4584
Train,22.6,7,140.0,Mixed,Sometimes,7.0,Often,1-2,2.7119
Electric Vehicle,33.1,5,441.0,Non-Vegetarian,Rarely,4.9,Often,1-2,4.7108
Bus,17.3,7,535.0,Non-Vegetarian,Rarely,14.9,Sometimes,0,5.9585
Motorcycle,69.4,4,448.0,Vegetarian,Rarely,19.8,Often,0,5.4225
Bicycle,1.8,3,599.0,Non-Vegetarian,Sometimes,16.9,Often,1-2,6.0047
Car,46.4,3,249.0,Mixed,Rarely,10.1,Sometimes,1-2,4.6384
Bicycle,2.6,5,384.0,Non-Vegetarian,Rarely,18.3,Sometimes,0,4.0672
Bus,25.0,3,162.0,Non-Vegetarian,Often,19.6,Sometimes,1-2,3.998
Motorcycle,10.1,4,380.0,Non-Vegetarian,Sometimes,4.3,Sometimes,1-2,4.6581
Car,14.6,3,133.0,Mixed,Sometimes,17.8,Often,1-2,3.0672
Electric Vehicle,8.0,5,376.0,Non-Vegetarian,Rarely,12.7,Often,0,3.7161
Car,33.5,6,216.0,Non-Vegetarian,Rarely,16.7,Never,1-2,5.3589
Train,22.0,3,419.0,Vegetarian,Sometimes,11.7,Often,0,3.4651
Walking,7.1,7,269.0,Vegetarian,Sometimes,18.6,Often,6+,4.7227
Electric Vehicle,11.4,4,430.0,Mixed,Rarely,3.2,Sometimes,3-5,4.5085
Electric Vehicle,13.4,4,480.0,Vegan,Often,5.7,Often,0,3.8344
Motorcycle,7.1,6,92.0,Mixed,Sometimes,8.4,Never,3-5,2.8
Car,58.1,6,134.0,Vegetarian,Sometimes,15.2,Never,0,5.6717
Car,42.3,7,450.0,Vegetarian,Often,13.8,Often,0,6.8475
Bus,34.3,3,575.0,Mixed,Sometimes,8.2,Often,0,4.8082
Motorcycle,39.6,3,240.0,Non-Vegetarian,Sometimes,12.3,Often,0,3.8687
Bicycle,7.9,3,170.0,Non-Vegetarian,Rarely,3.1,Often,1-2,2.6928
Car,7.0,6,527.0,Vegetarian,Sometimes,11.6,Never,0,4.4917
Walking,3.5,6,478.0,Non-Vegetarian,Often,11.3,Sometimes,0,5.4438
Electric Vehicle,17.8,6,234.0,Mixed,Often,10.4,Never,3-5,4.0891
Bicycle,5.6,6,570.0,Mixed,Sometimes,20.0,Never,1-2,5.615
Car,48.2,6,480.0,Mixed,Often,10.9,Never,3-5,7.7541
Electric Vehicle,46.1,6,157.0,Mixed,Often,4.7,Often,1-2,3.6243
Car,57.1,6,190.0,Non-Vegetarian,Sometimes,9.0,Often,1-2,6.5114
Car,34.5,6,472.0,Vegetarian,Sometimes,3.0,Sometimes,3-5,5.6922
Bus,20.8,3,117.0,Non-Vegetarian,Sometimes,10.7,Never,3-5,3.7083
Bus,23.1,5,441.0,Mixed,Often,2.4,Sometimes,0,4.7988
Car,73.8,4,533.0,Vegetarian,Sometimes,4.2,Often,0,6.7827
Train,17.0,5,550.0,Vegetarian,Sometimes,19.4,Sometimes,3-5,5.5282
Electric Vehicle,75.7,4,325.0,Vegetarian,Sometimes,1.5,Sometimes,3-5,4.3191
Car,30.3,7,245.0,Non-Vegetarian,Sometimes,1.2,Often,3-5,6.4302
Car,76.6,4,134.0,Mixed,Often,19.4,Sometimes,1-2,6.3934
Bicycle,5.4,7,581.0,Non-Vegetarian,Often,4.9,Often,0,5.1879
Motorcycle,64.0,3,568.0,Non-Vegetarian,Sometimes,9.6,Often,1-2,6.4102
Train,6.1,5,68.0,Vegetarian,Rarely,16.3,Often,3-5,2.4077
Bicycle,7.6,3,201.0,Non-Vegetarian,Sometimes,6.2,Often,6+,4.9512
Bicycle,1.8,5,560.0,Non-Vegetarian,Sometimes,7.4,Often,0,4.9277
Car,76.6,5,207.0,Mixed,Sometimes,7.3,Never,0,6.468
Electric Vehicle,57.4,5,515.0,Vegetarian,Sometimes,10.5,Often,0,4.3956
Electric Vehicle,60.7,3,407.0,Non-Vegetarian,Sometimes,9.8,Often,0,4.6516
Car,55.6,6,441.0,Non-Vegetarian,Often,9.0,Often,1-2,7.7042
Bus,6.4,3,79.0,Non-Vegetarian,Sometimes,19.4,Never,1-2,2.8487
Car,35.4,3,456.0,Non-Vegetarian,Often,17.6,Often,6+,7.5348
Car,26.1,5,146.0,Mixed,Sometimes,17.9,Sometimes,3-5,4.5938
Electric Vehicle,71.9,4,402.0,Non-Vegetarian,Sometimes,16.4,Often,3-5,5.2474
Train,24.2,7,119.0,Non-Vegetarian,Often,8.9,Sometimes,0,2.9575
Car,11.2,7,358.0,Mixed,Sometimes,2.2,Sometimes,6+,6.2978
Bus,4.4,7,485.0,Non-Vegetarian,Often,18.8,Sometimes,1-2,5.7924
Car,75.0,5,190.0,Mixed,Rarely,3.0,Sometimes,1-2,6.5235
Car,48.2,5,490.0,Vegetarian,Often,17.6,Sometimes,6+,8.8712
Electric Vehicle,69.3,5,584.0,Vegetarian,Sometimes,14.7,Sometimes,0,5.0947
Train,38.9,6,302.0,Vegetarian,Sometimes,17.9,Often,0,3.4563
Car,61.3,7,506.0,Non-Vegetarian,Rarely,4.2,Sometimes,6+,11.8833
Car,35.7,6,277.0,Vegan,Sometimes,7.9,Often,0,4.8351
Train,16.4,3,275.0,Non-Vegetarian,Often,11.1,Often,3-5,4.5717
Car,6.0,6,55.0,Mixed,Sometimes,19.7,Sometimes,3-5,2.8389
Bus,21.9,6,555.0,Mixed,Sometimes,16.3,Sometimes,0,5.4813
Bus,34.1,3,364.0,Mixed,Sometimes,6.2,Sometimes,0,3.9394
Bicycle,4.6,5,564.0,Vegetarian,Sometimes,2.1,Sometimes,0,3.9466
Electric Vehicle,65.9,6,224.0,Vegetarian,Sometimes,7.8,Sometimes,3-5,3.9229
Bus,24.7,6,312.0,Non-Vegetarian,Often,16.3,Never,0,4.9715
Car,16.2,4,291.0,Vegetarian,Sometimes,19.6,Never,0,3.7036
Electric Vehicle,30.9,5,574.0,Non-Vegetarian,Rarely,18.3,Often,6+,6.9152
Bus,31.7,5,477.0,Vegan,Sometimes,7.4,Sometimes,0,4.1606
Motorcycle,40.9,3,119.0,Mixed,Sometimes,15.4,Sometimes,6+,4.8405
Car,64.9,4,270.0,Mixed,Sometimes,18.7,Never,1-2,6.2853
Car,45.0,5,433.0,Vegetarian,Often,10.9,Sometimes,3-5,7.812
Electric Vehicle,66.0,6,421.0,Vegetarian,Often,5.0,Never,3-5,5.3479
Bicycle,5.9,2,54.0,Non-Vegetarian,Sometimes,13.4,Sometimes,3-5,2.7433
Car,38.4,5,159.0,Non-Vegetarian,Often,14.0,Often,1-2,5.363
Car,34.9,3,120.0,Non-Vegetarian,Often,12.9,Never,1-2,4.2157
Bus,24.9,5,464.0,Non-Vegetarian,Rarely,19.0,Sometimes,0,5.8809
Train,13.9,5,219.0,Mixed,Sometimes,2.8,Sometimes,1-2,3.022
Walking,4.0,7,137.0,Non-Vegetarian,Sometimes,14.6,Often,1-2,2.6526
Train,22.3,5,389.0,Non-Vegetarian,Often,11.0,Sometimes,1-2,4.3211
Bus,11.2,6,387.0,Non-Vegetarian,Often,13.9,Sometimes,0,4.946
Car,17.4,7,330.0,Mixed,Often,9.0,Sometimes,0,5.1932
Car,56.4,3,120.0,Vegan,Sometimes,17.7,Often,1-2,3.2624
Motorcycle,39.3,5,322.0,Non-Vegetarian,Often,16.7,Sometimes,1-2,5.2409
Car,47.0,5,448.0,Vegetarian,Sometimes,5.4,Sometimes,0,6.0846
Car,29.4,7,468.0,Non-Vegetarian,Sometimes,6.6,Sometimes,6+,8.2225
Car,50.3,7,235.0,Non-Vegetarian,Rarely,11.6,Sometimes,3-5,7.2828
Walking,5.4,3,91.0,Vegetarian,Sometimes,1.6,Never,3-5,2.3125
Car,16.0,6,567.0,Non-Vegetarian,Sometimes,14.0,Often,0,5.655
Car,57.8,4,144.0,Mixed,Sometimes,10.6,Sometimes,0,4.8977
Electric Vehicle,37.0,6,53.0,Vegetarian,Rarely,12.5,Sometimes,1-2,1.984
Car,38.2,4,277.0,Non-Vegetarian,Often,15.7,Sometimes,1-2,6.1586
Bicycle,5.5,6,247.0,Non-Vegetarian,Often,2.7,Often,3-5,4.3003
Car,19.8,3,555.0,Non-Vegetarian,Often,14.4,Often,1-2,5.8138
Bus,3.5,5,463.0,Mixed,Sometimes,9.0,Often,3-5,4.8855
Car,77.0,4,347.0,Mixed,Often,15.1,Often,6+,9.323
Car,42.6,7,66.0,Non-Vegetarian,Sometimes,18.4,Never,0,4.9665
Bicycle,3.8,6,341.0,Mixed,Sometimes,19.6,Sometimes,3-5,4.2541
Motorcycle,50.5,6,329.0,Non-Vegetarian,Sometimes,8.5,Often,0,5.4873
Bus,24.9,6,204.0,Mixed,Often,4.1,Often,0,3.7405
Electric Vehicle,31.9,7,273.0,Non-Vegetarian,Often,4.5,Never,0,4.4837
Bus,3.2,7,75.0,Non-Vegetarian,Sometimes,12.8,Sometimes,0,2.5084
Car,65.2,4,312.0,Non-Vegetarian,Sometimes,9.2,Often,0,6.1951
Car,18.3,5,74.0,Mixed,Sometimes,16.5,Sometimes,0,2.8961
Motorcycle,64.1,7,441.0,Mixed,Sometimes,18.2,Never,3-5,7.5652
Train,10.9,5,122.0,Non-Vegetarian,Sometimes,13.6,Never,3-5,3.7459
Bus,14.7,3,472.0,Vegan,Sometimes,15.9,Sometimes,3-5,5.2772
Electric Vehicle,10.1,5,496.0,Mixed,Rarely,11.3,Often,1-2,4.5841
Motorcycle,73.6,3,379.0,Non-Vegetarian,Often,3.2,Often,1-2,5.7765
Motorcycle,14.1,3,420.0,Mixed,Sometimes,16.8,Sometimes,1-2,4.4597
Car,37.5,6,92.0,Vegan,Rarely,6.9,Often,1-2,3.6815
Electric Vehicle,76.9,7,549.0,Mixed,Often,19.8,Never,6+,8.936
Bicycle,5.0,2,135.0,Non-Vegetarian,Sometimes,3.7,Often,0,2.3237
Car,70.4,5,73.0,Vegetarian,Often,5.1,Often,0,5.5941
Electric Vehicle,42.2,7,356.0,Non-Vegetarian,Sometimes,5.8,Never,0,5.1716
Electric Vehicle,18.6,6,484.0,Mixed,Sometimes,13.3,Often,6+,6.8436
Train,33.7,3,286.0,Non-Vegetarian,Rarely,3.1,Sometimes,0,3.2724
Electric Vehicle,55.0,4,525.0,Mixed,Often,17.6,Often,1-2,5.3617
Car,9.4,5,246.0,Mixed,Sometimes,10.4,Often,0,3.2213
Car,26.3,5,380.0,Non-Vegetarian,Sometimes,14.3,Often,3-5,6.19
Electric Vehicle,71.1,6,398.0,Non-Vegetarian,Sometimes,11.4,Often,0,5.229
Car,8.7,4,486.0,Vegan,Rarely,15.9,Often,6+,5.9696
Electric Vehicle,62.7,5,190.0,Mixed,Sometimes,1.8,Sometimes,0,3.0082
Car,65.3,7,512.0,Non-Vegetarian,Sometimes,6.0,Sometimes,0,8.6473
Electric Vehicle,5.9,5,506.0,Mixed,Rarely,16.7,Often,1-2,4.4708
Bus,28.3,7,553.0,Non-Vegetarian,Sometimes,10.3,Never,6+,8.4831
Car,15.7,7,412.0,Non-Vegetarian,Sometimes,18.7,Often,1-2,5.4156
Car,62.1,7,208.0,Non-Vegetarian,Sometimes,2.6,Often,0,7.3922
Car,34.3,5,322.0,Non-Vegetarian,Sometimes,3.3,Often,1-2,5.3032
Train,3.5,6,121.0,Mixed,Often,2.6,Often,0,2.4208
Walking,4.6,5,54.0,Vegetarian,Sometimes,3.4,Often,1-2,1.3419
Electric Vehicle,55.6,6,408.0,Vegetarian,Sometimes,4.0,Sometimes,1-2,4.3234
Bicycle,0.8,2,543.0,Mixed,Sometimes,3.5,Never,6+,6.3724
Electric Vehicle,30.5,5,505.0,Non-Vegetarian,Rarely,10.9,Often,1-2,5.408
Train,25.2,3,299.0,Vegetarian,Often,2.1,Often,0,2.7967
Car,19.9,3,154.0,Vegetarian,Sometimes,18.5,Never,1-2,3.299
Electric Vehicle,22.2,4,183.0,Vegetarian,Sometimes,3.3,Often,3-5,3.1532
Electric Vehicle,71.7,4,449.0,Mixed,Sometimes,14.3,Often,0,4.6848
Car,72.8,6,332.0,Non-Vegetarian,Often,17.3,Often,1-2,9.1258
Walking,1.6,4,75.0,Vegetarian,Often,9.1,Sometimes,0,1.6171
Car,51.7,7,526.0,Mixed,Sometimes,10.5,Often,6+,10.2643
Car,28.3,6,239.0,Non-Vegetarian,Often,15.3,Sometimes,0,5.0668
Car,42.8,6,585.0,Mixed,Often,17.5,Sometimes,3-5,8.3874
Bus,10.2,6,503.0,Vegetarian,Sometimes,15.2,Never,0,4.7293
Car,10.1,6,583.0,Non-Vegetarian,Often,11.5,Sometimes,6+,8.1881
Bus,22.5,7,579.0,Vegetarian,Often,9.4,Sometimes,0,5.6135
Motorcycle,8.3,4,347.0,Mixed,Sometimes,14.4,Often,1-2,3.8928
Train,14.6,3,426.0,Mixed,Sometimes,8.4,Sometimes,0,3.8687
Motorcycle,61.3,4,268.0,Vegetarian,Sometimes,10.1,Sometimes,3-5,5.1854
Car,5.3,3,58.0,Non-Vegetarian,Sometimes,6.4,Never,3-5,3.2412
